Activo;Origen;Idioma;µrea de conocimiento;Prop¢sito de formaci¢n;Tipo de contenido;Tipo de art°culo;ID de art°culo;T°tulo del art°culo;Descripci¢n;Contenido del curso;Fecha de creaci¢n;Fecha de publicaci¢n;Costo del curso;Proveedor;Responsable;Experto del curso;Duraci¢n (en horas);Horas de crÇdito
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3010;Mindshift: Transforma tu mente para superar obst†culos en el aprendizaje y descubrir tu potencial oculto.;Mindshift es un curso dise§ado para ayudarte a impulsar tu carrera profesional y tu vida personal en el mundo de cambios acelerados que vivimos hoy en d°a. Cualquiera que sea tu edad o etapa de formaci¢n, Mindshift te ense§ar† tÇcnicas para aprovechar al m†ximo tu experiencia de aprendizaje en l°nea, estrategias para conseguir y trabajar con mentores, secretos para evitar estancamientos (y cat†strofes) en tu carrera profesional, y reflexiones sobre el valor de la ignorancia selectiva y la competencia general. Te proporcionaremos pr†cticas ense§anzas basadas en la ciencia sobre c¢mo aprender y transformar tu mente de manera efectiva, incluso durante la madurez, utilizando como base lo que ya conoces para guiar tu evoluci¢n en fant†sticas nuevas direcciones. Este curso est† dise§ado para ense§arte c¢mo reflexionar sobre lo que est†s aprendiendo, y sobre tu lugar en los acontecimientos que se desarrollan en la sociedad a tu alrededor, para que logres convertirte en lo que quieras ser y cumplas tus metas, teniendo presente las limitaciones que el mundo real pone sobre todos nosotros. ≠Ver†s que al usar estas tÇcnicas y estrategias mentales, podr†s aprender y hacer m†s -mucho m†s- de lo que podr°as haber so§ado! Este curso puede ser tomado de manera independiente, en conjunto o subsecuente a su curso asociado, Aprendiendo a Aprender. (Mindshift est† m†s orientado a carreras profesionales, y Aprendiendo a Aprender est† m†s orientado al aprendizaje).;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3220;Acuerdos globales para el desarrollo sostenible;"Los fen¢menos naturales son factores de riesgo relevantes, que causan importantes da§os y pÇrdidas econ¢micas, afectando con una fuerza particular al sector agropecuario y al medio rural. En este contexto la acci¢n clim†tica es determinante y debe ser considerada parte decisiva del desarrollo. Precisamente durante el a§o 2015 se generaron importantes acuerdos globales sobre el desarrollo sostenible, que representan una ambiciosa agenda de transformaci¢n hacia al 2030 para luchar contra la pobreza y garantizar un desarrollo ambientalmente sostenible que considera la urgente necesidad de contar con una decisiva acci¢n clim†tica. En este curso se expondr† el nuevo marco global para el desarrollo sostenible, su relevancia, implicaciones y oportunidades, a efectos de beneficiar el agro, la seguridad alimentaria y el medio rural; para lo cual se est†n considerando como instrumentos clave: el Marco de Sendai para la Reducci¢n del Riesgo de Desastres 2015-2030, la Agenda de Acci¢n de Addis Abeba de la Tercera Conferencia Internacional sobre la Financiaci¢n del Desarrollo, la Agenda 2030 para el Desarrollo Sostenible, los Objetivos de Desarrollo Sostenible y el Acuerdo de Par°s. El objetivo general del curso es: Comprender el nuevo marco global, su relevancia, implicaciones y oportunidades para el sector agr°cola; la trascendencia del nuevo marco global de acci¢n, su alcance y el compromiso de los pa°ses contenidos en el Marco de Sendai, Agenda de Acci¢n de Addis Abeba, Agenda 2030 para el Desarrollo Sostenible y Acuerdo de Par°s. Este curso fue desarrollado por la Universidad Nacional Aut¢noma de MÇxico en conjunto con el Instituto Interamericano de Cooperaci¢n para la Agricultura.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3226;Constructores de Paz;El curso Constructores Paz surgi¢ como resultado de la preocupaci¢n de algunos profesores de la Universidad de los Andes por hacer un aporte al proceso de construcci¢n de paz en nuestro pa°s y en el mundo, a partir de pr†cticas personales y cotidianas. En este curso tendr†s la oportunidad de reflexionar permanentemente acerca de ti mismo, de tus actitudes y de tus comportamientos, y de c¢mo tu manera de abordar diferentes situaciones de la vida diaria te llevan a construir paz. Te invitaremos a reflexionar acerca de c¢mo el autoconocimiento te puede ayudar a encontrar paz interior, c¢mo te puede ayudar a manejar tus conflictos interpersonales de maneras m†s pac°ficas y c¢mo te puede ayudar a encontrar el perd¢n en situaciones en donde has sido ofendido por otros. Este curso incluye videos de introducci¢n a los temas y de discusi¢n de casos, as° como actividades de aprendizaje autorreflexivo que te invitar†n a llevar un registro escrito, personal, de las ideas, pensamientos, sentimientos y transformaciones personales que vas construyendo. La evaluaci¢n est† dise§ada para que t£ mismo registres de manera honesta y responsable los logros alcanzados en cada paso del camino. ≠Bienvenida/o!;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3022;Sustentabilidad y Econom°as Sociales;En los £ltimos a§os el fen¢meno del Emprendimiento con Sentido, la Innovaci¢n Social y la relevancia de la Sustentabilidad dan cuenta de la imperiosa necesidad de modernizar los esquemas de gesti¢n de empresas y adaptarlos a una realidad cambiante, modificando paradigmas hacia las nuevas econom°as enfocadas en un desarrollo sustentable. Este curso presenta y explica el conjunto de alternativas y expresiones que forman parte de esta denominada ?Econom°a Social y Solidaria?, que incluyen el Comercio Justo, las Empresas Sociales, Empresas B, la Econom°a del Bien Com£n, el Cooperativismo, la Econom°a Colaborativa, las Sociedades Laborales, los Emprendimientos Socio -Ecol¢gicos, en que se comparten valores y criterios como la democracia, la equidad, la solidaridad, incorporando los impactos sociales, ambientales y econ¢micos en los entornos inmediatos de desarrollo profesional.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Chile;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3233;Coberturas de riesgo con futuros y opciones para agrobusiness;La producci¢n agropecuaria y agroalimentaria tiene una gran importancia en las econom°as latinoamericanas tanto desde el punto de vista de su participaci¢n en el PBI de los pa°ses, generaci¢n de empleo y exportaciones , ya que en muchos casos las exportaciones agroalimentarias constituyen una fuente muy importante de divisas en las econom°as latinoamericanas. El concepto de ? agrobusiness ? desarrollado en Harvard significa un abordaje sistÇmico de los actores , funciones y valor agregado del sistema agroalimentario y de las interrelaciones entre los distintos actores a travÇs de mecanismos de coordinaci¢n como : mercados , contrato e integraci¢n vertical. El eslab¢n inicial de toda cadena agroalimentaria ( soja, ma°z , trigo , carne ,leche , cafÇ , az£car , cacao , etc. ) lo constituye la producci¢n primaria caracterizada por commodities que constiuyen la materia prima para el resto del sistema. Los mercados de commodities se caracterizan por la atomizaci¢n de la oferta que hace que los productores primarios sean tomadores de precios y sujetos a una extremada volatilidad de los mismos , lo que dificulta las decisiones y el c†lculo econ¢mico de sus resultados teniendo en cuenta los rezagos en el tiempo, entre las decisiones de siembra y cosecha / venta de la producci¢n. Esta incertidumbre afecta tambiÇn a los otros actores de la cadena como procesadores , exportadores , que necesitan conocer los precios de las materias primas para su cadena de suministros y tomar compromisos de exportaci¢n. Los Mercados de Futuros y Opciones son instituciones que permiten predecir precios futuros y tambiÇn transferir los riesgos a ? especuladores ? que son actores que le dan una gran liquidez a esos mercados. El conocimiento del funcionamiento de los Mercados de Futuros y Opciones , las reglas de su operatoria y contratos y las herramientas disponibles para todos los actores ( productores, cooperativas , acopiadores , corredores , exportadores , procesadores ) resultan de vital importancia para eficientizar la gesti¢n comercial de todos los participantes para que puedan lograr los objetivos econ¢mico/ financieros de sus organizaciones A partir del Chicago Mercantile Exchange ( CME group ) los precios de las principales commodities agr°colas se relacionan con los precios y mercados en los principales pa°ses productores como Brasil , Argentina , Paraguay , Uruguay, contribuyendo a la transparencia y eficiencia de las gestiones comerciales de todos los actores. Este Curso proveer† el conocimiento de la operatoria de los mercados , las herramientas de cobertura en futuros y opciones, y ayudar† al dise§o de estrategias de los distintos actores. A travÇs de simulaciones se har† un seguimiento de los mercados en tiempo real y se lograr† un aprendizaje a travÇs de la experiencia de la calidad de las decisiones tomadas por los participantes.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Austral;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3145;Evaluaci¢n de peligros y riesgos por fen¢menos naturales;Reconocer el conocimiento b†sico sobre los factores f°sicos y sociales que condicionan el riesgo de una sociedad por fen¢menos extremos de origen natural (sismos, huracanes, etc.) y promover las acciones necesarias para reducir el impacto de los desastres en una comunidad.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3089;Act£a ante el dolor cr¢nico;"El dolor, especialmente el dolor cr¢nico, es un problema de salud que afecta a la calidad de vida de quien lo sufre. El dolor cr¢nico afecta a m†s de 6 millones de personas adultas en Espa§a y representa el principal impacto negativo en salud, independientemente de la edad y el sexo, y en su entorno familiar. Precisamente, con el objetivo de dar respuesta a las necesidades derivadas de convivir con Çl, en el marco del ""Aula Fundaci¢n Grunenthal de Dolor"" (http://www.universidadpacientes.org/dolor/) de la ""Fundaci¢ Salut i Envelliment UAB"" (http://salut-envelliment.uab.cat/), ponemos en marcha este curso MOOC en espa§ol. Esta formaci¢n propone que nos aproximemos al dolor cr¢nico (independientemente del tipo que sea) de manera general, para contribuir a mejorar nuestro manejo del mismo. Adem†s el curso pone en valor nuestra propia experiencia, pero tambiÇn muestra estrategias adicionales para mejorar el autocuidado de la salud, basadas en la evidencia cient°fica.";;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universitat Autïnoma De Barcel;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3068;Primeros Auxilios Psicol¢gicos (PAP);Este curso, impartido en castellano por la Universidad Aut¢noma de Barcelona y el Centro de Crisis de Barcelona, est† destinado a entrenar en la aplicaci¢n de primeros auxilios psicol¢gicos (PAP) a personas afectadas por situaciones altamente estresantes, abarcando tanto emergencias cotidianas (incidentes cr°ticos estad°sticamente frecuentes que afectan de manera muy intensa: un accidente de tr†fico, una hospitalizaci¢n, una agresi¢n o la muerte traum†tica o repentina de una persona, etc.) como emergencias comunitarias y/o masivas (sucesos infrecuentes, que afectan a muchas personas o a una comunidad entera y que sobrepasan con mucho lo que sucede habitualmente en ella: una cat†strofe natural, un accidente ferroviario o aÇreo o un atentado). DESTINATARIOS: A). Poblaci¢n general, incluyendo protocolos espec°ficos para ni§os, adolescentes, personas mayores y discapacitados ps°quicos. B). Profesionales que trabajan en contextos sanitarios, educativos y sociales. C). Responsables de programas de ayuda a ni§os, personas mayores, colectivos multi-problem†ticos y discapacitados. Gobiernos locales, l°deres religiosos, fuerzas de seguridad estudiantes que se est†n preparando para ejercer todas estas profesiones. D). Recomendado para voluntarios que colaboran en la ayuda a colectivos que han sufrido situaciones de estrÇs emocional agudo y traum†tico, como asociaciones de pacientes, grupos de auto-ayuda, ONGs, etc. OBJETIVOS DEL CURSO: 1). Adquirir las competencias para aplicar los primeros auxilios psicol¢gicos a personas, a familias y a comunidades tras un evento estresante cotidiano o comunitario. 2). Ser capaz de preparar diferentes escenarios para ser utilizados como lugar de recepci¢n de afectados y familiares y para la aplicaci¢n de los primeros auxilios psicol¢gicos. 3). Entrenarse en la aplicaci¢n de los protocolos de desactivaci¢n y recuperaci¢n de los intervinientes que han estado participando en la gesti¢n de una emergencia. INICIO: 7 de Octubre de 2015 ESTADO DEL CURSO: ABIERTO NOTA SOBRE LOS SUBT÷TULOS: se ofrecen subt°tulos en inglÇs solo para algunos v°deos del curso, cuyo idioma de grabaci¢n es el inglÇs. Para estos tambiÇn se ofrecen en espa§ol. Para el resto de v°deos, los subt°tulos se ofrecen en espa§ol.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universitat Autïnoma De Barcel;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3047;Dise§o y Creaci¢n de un Emprendimiento Social;Este MOOC introduce al mundo del emprendimiento social definiendo conceptos de innovaci¢n y emprendimiento social dentro de un contexto nacional e internacional, por medio de herramientas, metodolog°as y tÇcnicas £tiles para desarrollar un modelo de negocios con misi¢n social. TambiÇn se utilizar† un enfoque interdisciplinario, abarcando las tem†ticas del curso desde la perspectiva de la gesti¢n de proyectos, la creatividad, la ideaci¢n, el dise§o e implementaci¢n de soluciones y el comportamiento humano en la sociedad. Los alumnos aprender†n herramientas y el dominio de las metodolog°as siendo capaces de ponerlas en pr†ctica para poder emprender y dise§ar proyectos de °ndole social, poniendo especial Çnfasis en el desarrollo de un buen modelo de negocios. Adem†s conocer†n casos de emprendimientos sociales que ya han aplicado estas metodolog°as y herramientas en la creaci¢n de sus iniciativas, pudiendo incorporar los aprendizajes de cada una de esas experiencias;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Pontificia Universidad Cat¢lic;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3064;Sexualidad y educaci¢n;La mayor parte de las personas tenemos inquietudes sobre c¢mo, cu†ndo y para quÇ educar a ni§as, ni§os, j¢venes y adultos acerca de la sexualidad. Ya sea como madres, padres, cuidadores, profesores, profesionales de la salud, interesados en los medios de comunicaci¢n o en el tema de la sexualidad, con frecuencia nos planteamos preguntas como las siguientes: ®Para quÇ educar sobre sexualidad, si existe abundante informaci¢n al respecto? ®La educaci¢n de la sexualidad deber°a brindarla la familia o la escuela? ®A quÇ edad es adecuado iniciar la educaci¢n de la sexualidad? ®La educaci¢n de la sexualidad aumenta la curiosidad sobre este tema? Para responder estos y otros interrogantes planteados por quienes participan en nuestras iniciativas de investigaci¢n y en los diferentes procesos educativos que llevamos a cabo, hemos dise§ado este segundo curso con respecto a la educaci¢n de la sexualidad en diferentes †mbitos. De esta manera tambiÇn queremos responder a las solicitudes de quienes ya tomaron nuestro primer Curso ?Sexualidad? mucho m†s que sexo? de facilitar el acceso a otros cursos que profundicen en este tema. Si decides realizar este curso, esperamos que al final puedas reconocer claramente quÇ significa educar en el campo de la sexualidad as° como identificar en quÇ contextos y en quÇ momentos ocurre esta labor. Igualmente, aspiramos que al terminar este curso, te sientas con mayor seguridad de tu capacidad para garantizar este derecho a otras personas en cualquier contexto en el que vivas o trabajes. En el grupo de Investigaci¢n Familia y Sexualidad de la Universidad de los Andes en Colombia tenemos un sue§o: Que a todas las personas, sin distinci¢n de ning£n tipo, se nos garantice el derecho a contar con informaci¢n oportuna, £til, confiable y basada en evidencia sobre los diferentes aspectos que nos interesan de la sexualidad. Esperamos que decidas unirte a este desaf°o, si compartimos el mismo ideal podemos construir una red en la que gracias a tu complicidad y la de otras personas que toman nuestros cursos podemos lograr la transformaci¢n social que se requiere para que muy pronto el ejercicio del derecho a la educaci¢n de la sexualidad sea una realidad en t£ pa°s, en el nuestro y, por quÇ no, a nivel global. Organizaciones aliadas: La producci¢n de este curso ha contado con el apoyo del Fondo de Poblaci¢n de las Naciones Unidas - UNFPA;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3027;Nuevos modelos de negocios en el siglo XXI;Este curso est† dirigido a toda persona que quiera adquirir las bases fundamentales para comprender los alcances sociales, econ¢micos y medioambientales de la responsabilidad social. El conocimiento adquirido te ayudar† a generar ideas que se traducir†n en impactos positivos para tu negocio u organizaci¢n con responsabilidad social. Esto con el objeto de tener organizaciones y sociedades comprometidas con la nueva forma de hacer negocios, mismos que medir†n su Çxito social y econ¢mico con base en el progreso social, lo que garantiza su viabilidad a largo plazo.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3231;Ingenier°a de Tr†fico;El curso presenta en primer lugar las principales relaciones que caracterizan la circulaci¢n de veh°culos y que dan pie a la teor°a de circulaci¢n de veh°culos sobre redes de transporte. Posteriormente se discutir†n aspectos relativos al control de tr†fico en intersecciones, sean estas de prioridad o semaforizadas. Finalmente, discutiremos sobre las caracter°sticas que presentan algunos modelos din†micos de tr†fico bastante utilizados en la actualidad.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Pontificia Universidad Cat¢lic;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3183;Bajemos la temperatura: De la ciencia clim†tica a la acci¢n;Todas las regiones del mundo se enfrentan a vulnerabilidades concretas ante el cambio clim†tico y tienen diversas oportunidades de mitigar los efectos y aumentar su resiliencia en el siglo XXI. La comunidad internacional ha expresado su intenci¢n de actuar al respecto mediante el Acuerdo de Par°s en la 21¶ Conferencia de las Partes en la Convenci¢n Marco de las Naciones Unidas sobre el Cambio Clim†tico. De hecho, dÇcadas de avances en desarrollo se ven amenazadas si no se adoptan medidas contra el cambio clim†tico, lo que significa que nos encontramos en un momento de Æahora o nuncaØ. Este curso presenta las pruebas cient°ficas m†s recientes sobre el cambio clim†tico, explica los distintos efectos de alcance regional y difunde estrategias de acci¢n contra el cambio clim†tico, as° como oportunidades para que pueda tomar medidas en relaci¢n con el cambio clim†tico. Acerca del curso Este MOOC orientado a la acci¢n le brindar† la oportunidad de conocer los efectos del cambio clim†tico a escala regional y las estrategias sectoriales espec°ficas utilizadas para aumentar la resiliencia y avanzar hacia un futuro con bajas emisiones de carbono. Tendr† la oportunidad de estudiar a fondo estas cuestiones y adaptar su experiencia de aprendizaje a una o varias de las siguientes regiones: ? AmÇrica Latina y el Caribe ? µfrica Subsahariana ? Oriente Medio y Norte de µfrica ? Europa Oriental y Asia Central ? Asia Oriental y el Pac°fico ? Asia Meridional Para ello el MOOC re£ne a reconocidos cient°ficos y responsables pol°ticos que ofrecer†n un resumen de las £ltimas pruebas cient°ficas sobre el cambio clim†tico, estrategias de desarrollo con bajas emisiones de carbono y capacidad de adaptaci¢n al cambio clim†tico a escala regional entre sectores, as° como un an†lisis del Acuerdo de Par°s y otros de los resultados de la 21¶ Conferencia de las Partes. Programa del curso Descripci¢n Bajemos la temperatura: La ciencia clim†tica pasa a la acci¢n se divide en cuatro semanas. En las primeras dos semanas se presentar† una visi¢n global de las pruebas cient°ficas del cambio clim†tico, que ir† seguida de perspectivas espec°ficas de cada regi¢n sobre los efectos de un aumento de la temperatura en el mundo en el siglo XXI. Las £ltimas dos semanas se centrar†n en las estrategias de acci¢n emprendidas en distintas regiones y pa°ses para abordar el desaf°o clim†tico, y sobre c¢mo puede actuar la poblaci¢n de manera individual. Semana 1: El cambio clim†tico en el siglo XXI ? Cambios hist¢ricos y previstos observados en el sistema clim†tico en los £ltimos a§os del siglo XXI. ? El potencial de contribuci¢n prevista determinada a nivel nacional (CPDN) presentada en la 21¶ Conferencia de las Partes por parte de 187 pa°ses para inducir a la acci¢n clim†tica. ? Tendencias de los efectos del cambio clim†tico, entre otros la pÇrdida de la capa de hielo del µrtico, el deshielo de los glaciares, el aumento de las olas de calor y las temperaturas extremas, la sequ°a y la aridez. ? Las posibles respuestas de los sistemas naturales, explicando c¢mo el calentamiento podr°a dar lugar al aumento del nivel del mar, a olas de calor y temperaturas extremas, y a la acidificaci¢n de los ocÇanos. Semana 2: Efectos de alcance sectorial y regional ? Repercusiones en sectores clave del desarrollo ?desde el calentamiento por encima de la temperatura de la Çpoca preindustrial y tendencias clim†ticas previstas? en cada una de las regiones del mundo. ? Repercusiones sectoriales centradas en la producci¢n agr°cola, los recursos h°dricos, los servicios de los ecosistemas y la vulnerabilidad de las zonas costeras para las poblaciones afectadas. ? Importancia de los riesgos que pueden invertir los logros de desarrollo obtenidos con tanto esfuerzo y atrapar en la pobreza a millones de personas, ilustrando la necesidad de actuar ya con urgencia. Semana 3: La ciencia cl;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;The World Bank Group;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3178;Sistemas agrosilvopastoriles: una alternativa clim†ticamente inteligente para la ganader°a;El mundo enfrenta hoy el tit†nico reto de alimentar a una poblaci¢n creciente en un contexto de cambio clim†tico y con mayores presiones sobre los ecosistemas naturales. En particular, las proyecciones indican que el consumo de carne a nivel mundial se duplicar† en los pr¢ximos 20 a§os por el incremento de la poblaci¢n, del ingreso y por cambios en los patrones de consumo. La demanda para carne de calidad seguir† incrementando a una tasa del 5% anual en pa°ses en desarrollo durante las pr¢ximas cuatro dÇcadas con lo cual la presi¢n sobre los bosques no desaparecer†. A la par, el desarrollo de la ganader°a representa una fuente de alimento y recursos econ¢micos para miles de familias rurales. En n£meros llanos, una tercera parte de la poblaci¢n mundial depende de la agricultura para su supervivencia y el 60% de los agricultores tambiÇn son ganaderos. La ganader°a proporciona ingresos y alimento a mil millones de personas pobres y para muchos campesinos en condici¢n de pobreza, el ganado es una fuente de energ°a como fuerza de tiro, un medio de transporte, una fuente esencial de fertilizante org†nico para cultivos agr°colas, provee subproductos como la lana y el cuero, y funge como un mecanismo de ahorro y capital en momentos de necesidad econ¢mica, por ejemplo mediante la venta o el intercambio de un animal en caso de ser necesario. En este curso, ofrecido por la UNAM, se abordan los beneficios y retos de la ganader°a y la necesidad de transitar hacia nuevos esquemas de producci¢n m†s amigable con el ambiente. Asimismo, profundiza en los sistemas agrosilvopastoriles como alternativas productivas sociales y ambientalmente viables, as° como rentables que no s¢lo repercuten en el bienestar a nivel local sino que contribuyen al cumplimiento de metas globales de desarrollo sostenible. A lo largo del curso, se presentar†n conceptos clave tales como ?ganader°a clim†ticamente inteligente?, ?buenas pr†cticas ganaderas?,?manejo integral del paisaje? y los ?servicios ecosistÇmicos?.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad Nacional Aut¢noma;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3146;Ciudades en crisis y nuevas pol°ticas urbanas;Las ciudades se han convertido en un foco de interÇs preferente para el an†lisis de pol°ticas p£blicas. Con una concentraci¢n de personas cada vez mayor viviendo en contextos urbanos, las ciudades son hoy el escenario de un apasionante cambio de Çpoca que afecta la esfera social, pol°tica, econ¢mica y tecnol¢gica ®A quÇ nos referimos cuando hablamos de pol°ticas urbanas y quÇ las distingue de otros †mbitos de las pol°ticas p£blicas? ®Cu†les son los principales factores de vulnerabilidad urbana y quÇ respuestas se est†n articulando en forma de pol°ticas urbanas? ®C¢mo surge la innovaci¢n en la ciudad, tanto desde la base como desde las administraciones p£blicas? Y, finalmente, ®quÇ efectos ha tenido la irrupci¢n de la era digital en la ciudad?;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universitat Autïnoma De Barcel;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3012;Explorando la Energ°a Sustentable;Este curso introductorio aborda conceptos de energ°a sustentable y describe tecnolog°as avanzadas que pueden sustituir progresivamente las actuales dominadas por el carb¢n, el petr¢leo y gas natural, cuyas emisiones est† perturbando progresivamente el clima, lo que puede afectar el desarrollo y la convivencia internacional. Este curso ilustra los impactos que provoca la transformaci¢n de energ°a para estimular el desarrollo de cambios en las formas y tecnolog°as de producci¢n y uso de la energ°a, comprendiendo su origen f°sico, sus desaf°os, compromisos y externalidades. Se estudia la evoluci¢n del clima global y los escenarios que se contemplan. En base a ellos, se promueve la adopci¢n de recursos naturales de larga autonom°a, cuya transformaci¢n emite el m°nimo impacto ambiental y clim†tico y cuyas tecnolog°as son posibles de implementar a costos abordables para la sociedad, considerando que un sexto de la poblaci¢n global a£n no accede a la electricidad ni a otros servicios energÇticos esenciales para su desarrollo. Se proponen soluciones efectivas para la mitigaci¢n del cambio clim†tico y se enuncian opciones a£n en estudio.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Pontificia Universidad Cat¢lic;;
Y;Coursera;Espanol;;Conocimiento;Enlace;VIRTUAL;COURSERA_3212;Formadores de Ciudadan°a;Gracias por acompa§arnos en el curso Formadores de Ciudadan°a. Este curso desarrolla y fortalece sus capacidades para formar, en la escuela, a ciudadanos que act£en de manera constructiva en una sociedad democr†tica, particularmente en tres †mbitos de la ciudadan°a: la convivencia pac°fica, la participaci¢n democr†tica y la valoraci¢n de las diferencias. Si est† interesado en aportar a la construcci¢n de una sociedad pac°fica, democr†tica e incluyente a travÇs de la educaci¢n, este es el lugar donde puede aprender herramientas pedag¢gicas primordiales para cumplir esa misi¢n. Si bien el curso presenta ideas que pueden ser £tiles para actores educativos en general, los ejemplos y estrategias est†n particularmente dirigidos a docentes de contextos escolares. Teniendo en cuenta que formar para el ejercicio activo, cr°tico y constructivo de la ciudadan°a es una necesidad prioritaria en los contextos actuales, el curso presenta los temas, asuntos, problemas y conceptos indispensables para promover el desarrollo de competencias ciudadanas de ni§os, ni§as y j¢venes en formaci¢n. Para lograrlo se propone analizar la ciudadan°a a travÇs de la ampliaci¢n progresiva de sus contextos de aplicaci¢n: el individual, el interpersonal, el grupal, el comunitario y el mundial. Adicionalmente a estas comprensiones conceptuales, el curso ofrece la oportunidad de desarrollar capacidades did†cticas en los participantes, quienes podr†n dise§ar estrategias pedag¢gicas orientadas al desarrollo de las competencias ciudadanas de sus educandos y a la construcci¢n de ambientes democr†ticos de aprendizaje que favorezcan dicho desarrollo. Las actividades propuestas en el curso est†n dise§adas de tal forma que los participantes puedan apropiarse de herramientas conceptuales y pedag¢gicas a partir del principio de ?aprender haciendo?, en donde permanentemente estar†n poniendo en pr†ctica dichos aprendizajes. Este es un curso ampliamente flexible que permite a los participantes escoger diferentes rutas de aprendizaje para concentrarse en los contenidos de su interÇs y/o en el nivel de profundizaci¢n que quieren alcanzar para cada uno de ellos. Es as° como el curso permitir†, especialmente a docentes escolares, desarrollar y fortalecer las capacidades que les permitan educar para la ciudadan°a, formando ciudadanos activos y cr°ticos, que respeten la diferencia, que conozcan y hagan uso de los mecanismos de participaci¢n para la transformaci¢n de sus comunidades y que resuelvan pac°fica y constructivamente los conflictos y retos que les plantea la sociedad en su rol como ciudadanos de su vida, de su comunidad y del mundo. El dise§o de este curso fue realizado en el marco de la segunda fase del SREDECC (Sistema Regional de Evaluaci¢n y Desarrollo de Competencias Ciudadanas), un escenario latinoamericano de cooperaci¢n tÇcnica, financiado por el Banco Interamericano de Desarrollo (BID) y operado por la Fundaci¢n Antonio Restrepo Barco. En su segunda fase fue liderado por los Ministerios de Educaci¢n de Costa Rica, Colombia y MÇxico.;;20 dic. 2019;1-mar-20;0;Coursera;Equipo De Desarrollo De Summa;Universidad De Los Andes;;
